name,religion,dob,image_urls,political_carrer,civil_status,images,party,occupation
"Hon. Nanayakkara, Vithanage Tergin, M.P.",, : 05-01-1902,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Independent (Ind),
"Hon. (Ven.) නන්දාලෝක ස්ථවිර, පූජ්‍ය අලව්වේ Thero, M.P.",, : 18-07-1955,http://parliament.lk/uploads/images/members/profile_images/thumbs/1541.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1541.jpg', 'path': 'full/70d4586ad7070e16731818373bf8fb1a2bd8db8e.jpg', 'checksum': '99141f2a9c896c2ed51f2665f9046cb9'}]",Jathika Hela Urumaya (JHU),
"Hon. Naina Marikkar, Mohamed Haniffa Mohamed, M.P.", : Islam, : 09-05-1917,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Nalliah, Vallipuram, M.P.",, : 09-10-1909,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. (Dr.) Naganathan, Elangai Murugesu Vijayaratnam (Dr.), M.P.",, : 31-01-1906,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Federal Party (FP),
"Hon. Nadarajah, Kandapulle Velupillai, M.P.",, : 06-07-1905,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Independent (Ind),
"Hon. NADARAJAH MATHANARAJAH, M.P.", : Hindu,,http://parliament.lk/uploads/images/members/profile_images/thumbs/344.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/344.jpg', 'path': 'full/b81e379f5cbf8504aa368c9a88c9d87f92e5b8cf.jpg', 'checksum': '0eb862ce309234fe0b67f41885510024'}]",Eelam  People's Democratic Party (EPDP),
"Hon. Nadarajah, Atputharajah, M.P.", : Hindu, : 16-09-1963,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent 2-J (Ind),
"Hon. MR. NADARAJAH RAVIRAJ, M.P.,, M.P.", : Hindu, : 25-06-1962,http://parliament.lk/uploads/images/members/profile_images/thumbs/301.jpg,Entered politics in 1987;  Mayor of Jaffna Municipal Council in 1998., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/301.jpg', 'path': 'full/3ed6ef7bbd425ec5d33083748d4ab1df617bd663.jpg', 'checksum': '96f887432b8ae6dde376fe919a4c14dc'}]",Illankai Tamil Arasu Kadchi (ITAK), : Attorney-at-Law
"Hon. JAYANTHA  WIJESEKARA, M.P.,, M.P.", : Buddhism, : 01-08-1970,http://parliament.lk/uploads/images/members/profile_images/thumbs/1464.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1464.jpg', 'path': 'full/cf41adbafaf4b6d4ea4fa710e0cc72dee900f123.jpg', 'checksum': '106cd0d60fe3c5cc113ed6772ff3b19b'}]",United People's Freedom Alliance(UPFA),
"Hon. N.D.N. P. JAYASINGHE, M.P.,, M.P.", : Buddhism,,http://parliament.lk/uploads/images/members/profile_images/thumbs/1438.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1438.jpg', 'path': 'full/72cec25b19cd395d63cf6ca27fb65cfd8c2bb4d5.jpg', 'checksum': '29b761931e6a69ee7ee4e5c57570c4a0'}]",United People's Freedom Alliance(UPFA),
"Hon. Aziz, Abdul, M.P.", : Islam, : 06-10-1921,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Atukorale, Gamini, M.P.", : Buddhism, : 02-04-1951,http://parliament.lk/uploads/images/members/profile_images/thumbs/2080.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2080.jpg', 'path': 'full/342595fc8246ee49eb39505e5d096904b3c1a492.jpg', 'checksum': '02c55dc3daa7897ea7e48288e4c4882e'}]",United National Party (UNP),
"Hon. Attygalle, Dharmasena, M.P.", : Buddhism, : 19-02-1925,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Attygalle, Dhanapala Piyadasa, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Attygalle, Cyril Eugene, M.P.",, : 06-02-1905,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Attygalle, Athula Kularatne, M.P.", : Buddhism, : 25-03-1958,http://parliament.lk/uploads/images/members/profile_images/thumbs/2076.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2076.jpg', 'path': 'full/223de6dfdcc3e2f02cb8531941c5ddc57daff9a1.jpg', 'checksum': '757308565ca1171463a896a9a21c389f'}]",United National Party (UNP),
"Hon. Attanayake, Attanayake Mudiyanselage Rambanda, M.P.", : Buddhism, : 05-02-1938,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. (Mrs.) Athulathmudali, Srimani Anoma, M.P.", : Christianity, : 27-04-1946,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_f.jpg,, : Widow ,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_f.jpg', 'path': 'full/f0c4e89c8a3bec06c9474955034d73a51d16f623.jpg', 'checksum': 'fbc01efbac27fa007e0e629617701c6e'}]",People's Alliance (PA),
"Hon. Buvanasunthararajah, Thiagarasa, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent (Ind),
"Hon. (Dr.) Cyril, Patabendi Madduma Baduge, M.P.",, : 26-09-1933,http://parliament.lk/uploads/images/members/profile_images/thumbs/2134.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2134.jpg', 'path': 'full/93a9df6095dfea8dcddfb3057f2879b2ddeeed99.jpg', 'checksum': '637d9412f7c4b63844d2d611bb4efb76'}]",United National Party (UNP),
"Hon. Bulankulame,  Punchi Banda, M.P.",, : 12-12-1890,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Buhardeen, N.M., M.P.", : Islam,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2113.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2113.jpg', 'path': 'full/6158a998065d06dbe7330daba799eac58374b572.jpg', 'checksum': '93a949f6e3d99fb164f936aae9ed780e'}]",Sri Lanka Muslim Congress (SLMC),
"Hon. (Dr.) Brohier, Eric Stanley, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Black, Clement Johnston, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2111.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2111.jpg', 'path': 'full/d8a729af079357e27fc8f80ea384876b4cd9639a.jpg', 'checksum': '04550843df0d5432c49fb5ea83fa5762'}]",,
"Hon. Beligammana, Ratnayake Mudiyanselage Chandrasena Ratnayake, M.P.", : Buddhism, : 25-10-1920,http://parliament.lk/uploads/images/members/profile_images/thumbs/2110.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2110.jpg', 'path': 'full/df50be68f308a95bfa3f0143ccda1f55f3d025d7.jpg', 'checksum': 'e847d2f9af3ca1b9ad1d3d5d0c8fa067'}]",United National Party (UNP),
"Hon. Bauddhasara, Pussewela Liyanage, M.P.",, : 01-06-1915,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Bastian, Anura, M.P.",, : 30-07-1950,http://parliament.lk/uploads/images/members/profile_images/thumbs/2106.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2106.jpg', 'path': 'full/968674dd0cec33e3c0e28f643df3b5777a01296b.jpg', 'checksum': 'a7481ada5f4358cb3deeadd82694e491'}]",United National Party (UNP),
"Hon. Batuwantudawe, Charles, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Ceylon National Congress (CNC),
"Hon. Batuwantudawe, Upali, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Basnayake, Basnayake Appuhamilage Abraham Tissera, M.P.",, : 15-06-1909,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Basnayake, Bandula, M.P.", : Buddhism, : 20-01-1947,http://parliament.lk/uploads/images/members/profile_images/thumbs/1466.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1466.jpg', 'path': 'full/faa083d03e1b8e35d69bb98bd2d41f868e422154.jpg', 'checksum': '7d84bfe70a5a0c65a0fbcdf25cd8af53'}]",United People's Freedom Alliance(UPFA), : Instructor (Teacher Training)
"Hon. Baskaran, Umapathisivam, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent 2-J (Ind),
"Hon. Baskaran, Thurairajah, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent 2-J (Ind),
"Hon. BASHEER SEGU DAWOOD, M.P.,, M.P.", : Islam, : 17-04-1960,http://parliament.lk/uploads/images/members/profile_images/thumbs/315.jpg,"High Command member of the Ealam Revelutionery Organization since 1979 to 1994.;
Joined the Sri Lanka Muslim congress as Polite Bureau member in 1994; One iof the Founder Member of the Natioanl Unity Alliance", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/315.jpg', 'path': 'full/7013d9616baa45909c07e8de5d1e5018e2ae4e4f.jpg', 'checksum': 'fd94b52f73fffa6636e25d3ae380b092'}]",United National Party (UNP), : Teacher
"Hon. (Mrs.) ROSY SENANAYAKE, M.P.,, M.P.", : Christianity, : 05-01-1958,http://parliament.lk/uploads/images/members/profile_images/thumbs/3130.jpg,Chief Organiser - Colombo West;Memeber -UNP Woriking Committee from 1997; Leader of the Opposition Western Province- 2009., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3130.jpg', 'path': 'full/68278db5a65d45503b4c0f23624f5fadf22a6b96.jpg', 'checksum': 'b7c3cd2aa6678a15825524f07b0be77b'}]",United National Party (UNP),
"Hon. Bandaranayake, Samuel Dias, M.P.", : Buddhism, : 01-12-1923,http://parliament.lk/uploads/images/members/profile_images/thumbs/2103.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2103.jpg', 'path': 'full/2d75b279f56a12dd8b38b4dead864e942013e735.jpg', 'checksum': '5ab1e0eb7f40672793b66f466e2171a9'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Basheer Ameer, Azeez, M.P.", : Buddhism,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent (Ind),
"Hon. Bandaranayake, Ratnasekera Ralahamilage Dias, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Bandaranayake, Disanayaka Mudiyanselage, M.P.", : Buddhism, : 09-04-1955,http://parliament.lk/uploads/images/members/profile_images/thumbs/292.jpg,MP since 1989 - 2000;, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/292.jpg', 'path': 'full/e60c3590712df00d7c53e84a2a6c3f048e1b1d1f.jpg', 'checksum': 'e9c1109dd1a9d1a3c4377ab14571d756'}]",United National Party (UNP), : Businessman
"Hon. Bandaranayake, Bandaranayake Mudiyanselage Punchi Banda, M.P.",, : 22-06-1922,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Bandaranaike, Solomon West Ridgeway Dias, M.P.", : Buddhism, : 08-01-1899,http://parliament.lk/uploads/images/members/profile_images/thumbs/2099.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2099.jpg', 'path': 'full/9dff789cd994056025a623958ff1397b6a86cd99.jpg', 'checksum': 'a9206f94a6562e8d50910b5a76749e0b'}]",Sri Lanka Freedom Party(SLFP),
"Hon. (Mrs.) Bandaranaike, Sirima Ratwatte Dias, M.P.", : Buddhism, : 17-04-1916,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_f.jpg,, : Widower,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_f.jpg', 'path': 'full/f0c4e89c8a3bec06c9474955034d73a51d16f623.jpg', 'checksum': 'fbc01efbac27fa007e0e629617701c6e'}]",People's Alliance (PA),
"Hon. Bandara, Ratnayake Mudiyanselage, M.P.",, : 20-04-1926,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Bandaranaike, Felix Reginald Dias, M.P.",, : 05-11-1930,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Bandaranaike, Anura Priyadharshie Soloman Dias, M.P.", : Buddhism, : 15-02-1949,http://parliament.lk/uploads/images/members/profile_images/thumbs/1245.jpg,Chief Organizer for Youth's Association of SLFP in 1973; Member of Parliament for Nuwara-eliya Maskeliya in 1977; Member of Parliament for Dompe in 1983; As a U.N.P. Member of Parliament in 1994, : Single,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1245.jpg', 'path': 'full/285eec5b7a0755c470581cd95c247916151b188c.jpg', 'checksum': 'd327590fc94f9f1fa37ca5e005dc8e51'}]",United People's Freedom Alliance(UPFA),
"Hon. Bandara, Kulatunga Dissanayake Mudiyanselage Chandrasoma, M.P.",, : 26-12-1930,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Bandara, Dissanayake Mudiyanselage Tilakaratna, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Banda, Mohottalage Dingiri, M.P.",, : 09-03-1914,http://parliament.lk/uploads/images/members/profile_images/thumbs/2090.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2090.jpg', 'path': 'full/aec589ca7553ae9775a14a032342c20bdb5482f7.jpg', 'checksum': 'cbeee3d607f8d46b96bc6c82a4d89ba1'}]",United National Party (UNP),
"Hon. Bambarapane, Mutu Banda, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent (Ind),
"Hon. Balasuriya, Balasuriya Arachchige Punchi Banda, M.P.",, : 15-09-1907,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Balalle, Tissa Reginald, M.P.",, : 15-07-1937,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Balasunderam, Murugesu, M.P.",, : 09-04-1903,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Federal Party (FP),
"Hon. Balachandran, Vythilingam, M.P.", : Hindu, : 18-12-1951,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Democratic  People's Liberation Front (DPLF),
"Hon. Bakmeewewa, Nihal Yasendra, M.P.", : Buddhism, : 19-05-1943,http://parliament.lk/uploads/images/members/profile_images/thumbs/2083.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2083.jpg', 'path': 'full/e4837842211e81a93245c796582eb972a17d0e94.jpg', 'checksum': 'ce832dcf4d1e56580a9ed2b15c1e3de9'}]",United National Party (UNP),
"Hon. Corea, Srikumaradasa Charles Shirley, M.P.",, : 07-03-1906,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Corea, Harindra Jayanthi, M.P.", : Roman Catholicism, : 04-03-1936,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",People's Alliance (PA),
"Hon. Corea, George Claude Stanley, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Ceylon National Congress (CNC),
"Hon. Cooray, Pesteruweliyanarallage Andrew, M.P.",, : 05-08-1901,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Cooray, Nawalage Bennet, M.P.",, : 26-03-1946,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",People's Alliance (PA),
"Hon. Cooray, Mannamarakkalage Mervyn Joseph, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Cooray, Edward Abraham, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2130.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2130.jpg', 'path': 'full/27c05315425bb2dcec8ae5692d7fe88c6d3494b2.jpg', 'checksum': '3824d5128253d82d3219fd7b4c02303a'}]",,
"Hon. Cooray, Bulathsinhalage Sirisena, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Collure, Darrel Chandra Raja, M.P.", : Buddhism, : 03-06-1938,http://parliament.lk/uploads/images/members/profile_images/thumbs/81.jpg,"Member of the Communist Party of Sri Lanka From February,1959; Member of the CC Since General Secretary from 1994-2001", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/81.jpg', 'path': 'full/7ae570a3d3a93ff0fa9c52afec8199c4bdff118c.jpg', 'checksum': 'ff6e605e483b81f049fcc4d164c6e917'}]",People's Alliance (PA), : Attorney-at-Law
"Hon. Coombe, Robert Gorton, M.P.",, : 08-05-1875,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Choksy, Kairshasp Nariman, M.P.", : Other, : 07-02-1933,http://parliament.lk/uploads/images/members/profile_images/thumbs/91.jpg,MP in 1989, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/91.jpg', 'path': 'full/cabe3cd6678974b6c9cb65da9bad8d4d602dc572.jpg', 'checksum': '5253ab3ae6bc0f9af8db23aa7f54ada0'}]",United National Party (UNP), : Attorney-at-Law
"Hon. Chula Bandara, Rathnayake Mudiyanselage Ranjith, M.P.",, : 04-05-1949,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP), : Attorney-at - Law
